Price,Close,High,Low,Open,Volume,MA20,Days,Predicted
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
2024-02-16,180.49948120117188,183.0142649801448,179.86583763061847,181.59845842120637,49752500,186.6140480041504,263,193.6186319915597
2024-02-20,179.7569122314453,180.61826736487214,178.21240712023044,179.984623854957,53665600,186.01590118408203,264,193.78071192277477
2024-02-21,180.5093994140625,181.0737309260645,178.86588113831095,180.13316833455778,41371400,185.39160079956054,265,193.94279185398983
2024-02-22,182.5390167236328,183.12316891523534,180.6479964148563,181.65785591778803,52292200,184.90240097045898,266,194.10487178520492
2024-02-23,180.70741271972656,183.20237592421455,180.42028422645075,183.17267506039363,45119700,184.33793563842772,267,194.26695171641998
2024-02-26,179.3609161376953,180.9450175834942,178.85597124394113,180.43019254491847,40867400,183.79266586303712,268,194.42903164763504
2024-02-27,180.8163299560547,182.09351248592515,177.77681047698752,179.30152539649055,54318900,183.35428161621093,269,194.5911115788501
2024-02-28,179.6183319091797,181.30144633523983,178.34114943443706,180.69750358801915,48953900,183.0384323120117,270,194.75319151006516
2024-02-29,178.95498657226562,180.75691955299587,177.74710108364005,179.4698267249393,136682600,182.86938018798827,271,194.91527144128025
2024-03-01,177.87582397460938,178.7371792855814,175.61846756104012,177.76691576574171,73563100,182.5247428894043,272,195.07735137249531
2024-03-04,173.36111450195312,175.14322688917085,172.06411122315788,174.40067502541135,81510100,182.004305267334,273,195.23943130371038
2024-03-05,168.43052673339844,170.3314573247722,167.9354922531265,169.06417026385637,95132400,181.14686279296876,274,195.40151123492544
2024-03-06,167.4404754638672,169.53943215491887,167.00484265804033,169.36121186741923,68587700,180.15982513427736,275,195.5635911661405
2024-03-07,167.32167053222656,169.0344857697736,166.81674075207243,167.47017484778516,71765100,179.1614097595215,276,195.7256710973556
2024-03-08,169.0345001220703,171.97500667784078,167.2622830078253,167.3216847390924,76267000,178.3025245666504,277,195.88775102857065
2024-03-11,171.034423828125,172.64824117092596,170.34137853305091,171.22253935977105,60139500,177.50551834106446,278,196.0498309597857
2024-03-12,171.50967407226562,172.30173241116674,169.31171935776177,171.43046672764987,59825400,176.81643142700196,279,196.2119108910008
2024-03-13,169.43051147460938,171.4700511814422,169.0641756745517,171.05422401757613,52488700,176.1278388977051,280,196.37399082221583
2024-03-14,171.28195190429688,172.57893998999515,170.34138929390355,171.19284931228447,72913500,175.57587738037108,281,196.53607075343092
2024-03-15,170.9057159423828,170.9057159423828,168.59885322457814,169.47011882986195,121752700,175.01945877075195,282,196.69815068464598
2024-03-18,171.9947967529297,175.94517770513775,171.7967859641753,173.82643054023092,75604200,174.59422454833984,283,196.86023061586104
2024-03-19,174.33135986328125,174.85609525037736,171.31164624406932,172.6086342803731,55215200,174.32294692993165,284,197.02231054707613
2024-03-20,176.8956298828125,176.8956298828125,173.3511809805003,173.97492929704185,53423100,174.14225845336915,285,197.1843904782912
2024-03-21,169.66812133789062,175.72735394947048,169.14338597139206,175.29172116809335,106181300,173.49871368408202,286,197.34647040950625
2024-03-22,170.56910705566406,171.33146450930536,168.37115239719608,170.05426688241553,71160100,172.9917984008789,287,197.5085503407213
2024-03-25,169.15330505371094,170.2324767040703,167.76719930445816,168.87608692531137,54288300,172.48141784667968,288,197.67063027193637
2024-03-26,168.02462768554688,169.71763732680742,167.8959138727621,168.31174106723407,57388400,171.8418327331543,289,197.83271020315146
2024-03-27,171.58885192871094,171.87598039200594,168.42063422483255,168.7176579392829,60273300,171.44035873413085,290,197.99479013436653
2024-03-28,169.77703857421875,170.51959037094832,168.81667037520143,170.0443614510728,65672700,170.98146133422853,291,198.1568700655816
2024-04-01,168.34146118164062,169.54934678777494,167.79692011211174,169.48994505423667,46240500,170.50474319458007,292,198.31894999679665
2024-04-02,167.1632537841797,167.65828830624176,166.55931106297376,167.40087579338118,49329500,170.1948501586914,293,198.4810299280117
2024-04-03,167.9652099609375,168.98497988400436,166.90584392266877,167.11374996517486,47691700,170.17158432006835,294,198.6431098592268
2024-04-04,167.14346313476562,170.21266810452119,167.14346313476562,168.59885072968464,53704400,170.15673370361327,295,198.80518979044186
2024-04-05,167.89590454101562,168.69785802201392,167.27215623034843,167.90579979250484,42104800,170.18544540405273,296,198.96726972165692
2024-04-08,166.77713012695312,167.51968192191484,166.5692240844266,167.3513719945941,37425500,170.07257690429688,297,199.12934965287198
2024-04-09,167.98501586914062,168.39094781013864,166.67813256359855,167.02464767080627,42373800,169.92010650634765,298,199.29142958408704
2024-04-10,166.11378479003906,167.4107728345435,165.45044033625643,167.12365945587084,49709300,169.65031204223632,299,199.45350951530213
2024-04-11,173.3016815185547,173.7175238179071,166.49001666248702,166.66822184170525,91070300,169.8438705444336,300,199.6155894465172
2024-04-12,174.7967071533203,176.58872985356905,172.47994902506244,172.52944039553972,101670900,170.01960830688478,301,199.77766937773225
2024-04-15,170.9750213623047,174.8758957155582,170.78690583147454,173.6185038309996,73531800,170.02307357788087,302,199.9397493089473
2024-04-16,167.69790649414062,172.0343988146065,166.59892920522176,170.04436539186383,73711200,169.8082290649414,303,200.10182924016237
2024-04-17,166.33160400390625,168.95528100035153,166.33160400390625,167.9256158132339,50901200,169.40824127197266,304,200.26390917137746
2024-04-18,165.38111877441406,166.96523521407434,164.8959946340493,166.36129252101995,43122900,168.83251571655273,305,200.42598910259252
2024-04-19,163.3614044189453,164.7474951408098,162.4505426435407,164.55939469854349,68149400,168.51717987060547,306,200.58806903380759
2024-04-22,164.1930389404297,165.59893510418706,163.13367296874276,163.8762247169617,48116400,168.19837646484376,307,200.75014896502265
2024-04-23,165.2425079345703,165.391027347015,163.28217556978177,163.7079130900853,49537800,168.00283660888672,308,200.9122288962377
2024-04-24,167.3414764404297,167.6186945681344,164.55938480415762,164.88609429896647,48251800,167.96867904663085,309,201.0743088274528
2024-04-25,168.2028350830078,168.9156860278579,166.4801094484109,167.84640961058278,50558300,167.79937820434571,310,201.23638875866786
